Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Crawdaunt,73.2,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Crabhammer,3,4,3,50000
Mawile (Shadow),73.2,303,steel,fairy,125.9,121.2,117,1784529,38.5,1500,Fire Fang,Power-Up Punch,Play Rough,7,12,5,75000
Vileplume,73.2,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Weepinbell (Shadow),73.2,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Lugia (Shadow),73,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Sky Attack,Aeroblast,5,9,20,100000
Marowak,73,105,ground,none,110.8,145,126,2025310,32,1500,Mud Slap,Rock Slide,Bone Club,6,5,3,50000
Scolipede,73,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,5,8,1,10000
Electrode,72.9,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Foul Play,3,3,3,50000
Ledian (Shadow),72.9,166,bug,flying,101.9,161.2,134,2201440,49,1500,Bug Bite,Dynamic Punch,Aerial Ace,17,15,1,10000
Seviper,72.9,336,poison,none,138.8,89.5,130,1616076,27,1500,Poison Jab,Crunch,Poison Fang,7,6,3,50000
Swoobat,72.9,528,psychic,flying,126.9,100.9,138,1767259,35.5,1499,Confusion,Psychic Fangs,Aerial Ace,3,4,1,10000
Machop (Shadow),72.8,66,fighting,none,127.7,81.5,157,1634495,50,1445,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Oddish (Shadow),72.8,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Croconaw (Shadow),72.7,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Crunch,Ice Punch,15,14,3,10000
Nidorina,72.7,30,poison,none,110.9,113.4,157,1975496,50,1480,Poison Sting,Poison Fang,Return,5,8,3,50000
Uxie,72.7,480,psychic,none,102,176.8,122,2200329,22.5,1500,Confusion,Future Sight,Thunder,6,5,20,100000
Cloyster (Shadow),72.6,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Pumpkaboo (Large),72.6,710,ghost,grass,113.4,115.1,133,1736900,50,1406,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Beartic,72.5,614,ice,none,134.9,94.6,129,1646922,18,1491,Powder Snow,Ice Punch,Surf,5,5,3,50000
Torterra,72.5,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Vespiquen,72.5,416,bug,flying,109.1,143.3,131,2049009,28.5,1500,Fury Cutter,X-Scissor,Power Gem,9,15,3,50000
Cloyster,72.4,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Simisage,72.4,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Wartortle,72.4,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Crustle,72.3,558,bug,rock,120.9,134.1,114,1848465,22,1499,Smack Down,Rock Slide,X-Scissor,6,5,1,10000
Spiritomb,72.3,442,ghost,dark,121.2,146.4,104,1845420,27.5,1498,Sucker Punch,Shadow Ball,Shadow Sneak,8,7,5,75000
Aggron (Shadow),72.2,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Croconaw,72.1,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Crunch,Ice Punch,15,14,3,10000
Huntail,72.1,367,water,none,131.5,126.3,102,1694679,24,1498,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Nuzleaf,72.1,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Rapidash,72.1,78,fire,none,134.7,110.9,111,1658326,22,1498,Incinerate,Drill Run,Flame Charge,3,3,3,50000
Magmortar,72,467,fire,none,141.4,103.4,108,1578615,17.5,1500,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Nuzleaf (Shadow),72,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Pawniard,72,624,dark,steel,132,107.8,118,1678084,49,1492,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Swadloon,72,541,bug,grass,106.7,147.9,133,2099118,50,1500,Bug Bite,Energy Ball,Silver Wind,19,15,1,10000
Lumineon,71.9,457,water,none,109.5,137.2,136,2042625,33,1497,Water Gun,Silver Wind,Blizzard,15,25,3,50000
Lileep (Shadow),71.8,345,rock,grass,100.8,138.6,151,2111110,50,1460,Infestation,Grass Knot,Ancient Power,5,4,3,50000
Geodude (Alolan) (Shadow),71.7,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Growlithe (Shadow),71.7,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Hippowdon,71.7,450,ground,none,116.2,116.8,141,1912627,18,1494,Fire Fang,Weather Ball (Rock),Earth Power,7,11,3,50000
Swalot,71.7,317,poison,none,104.1,123.4,168,2158208,28.5,1500,Infestation,Sludge Bomb,Ice Beam,5,5,1,10000
Fletchinder,71.6,662,fire,flying,123,103.2,142,1801392,47,1492,Ember,Flame Charge,Aerial Ace,9,8,1,10000
Manectric,71.6,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Pumpkaboo (Average),71.6,710,ghost,grass,114.3,116,126,1669772,50,1381,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Delphox,71.5,655,fire,psychic,132.6,115.6,109,1671331,18,1491,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Staraptor,71.5,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Wing Attack,Brave Bird,Close Combat,7,6,1,10000
Archen,71.4,566,rock,flying,160.1,76,115,1399059,31,1497,Wing Attack,Ancient Power,Dragon Claw,6,5,5,75000
Bouffalant,71.4,626,normal,none,118.9,115.9,136,1873804,20,1496,Mud Shot,Stomp,Megahorn,5,7,3,50000
Comfey,71.4,764,fairy,none,116.9,155.4,105,1907768,26.5,1494,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Porygon2,71.4,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Drifloon (Shadow),71.3,425,ghost,flying,110.9,79.8,186,1646946,50,1353,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Manectric (Shadow),71.3,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Ursaring,71.3,217,normal,none,140.3,89.1,128,1600223,19,1499,Counter,Close Combat,Play Rough,7,9,3,50000
Weavile,71.3,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Scraggy,71.2,559,dark,fighting,120.4,122.1,126,1851509,48,1494,Feint Attack,Foul Play,Brick Break,8,6,3,50000
Weepinbell,71.1,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Alakazam (Shadow),71,65,psychic,none,157,103.1,88,1425029,18,1499,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Kingdra,71,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Amoonguss,70.9,591,grass,poison,110.4,102,181,2038411,27,1500,Feint Attack,Grass Knot,Foul Play,9,8,3,50000
Krookodile,70.9,553,ground,dark,133.9,94.8,132,1675322,18.5,1498,Snarl,Crunch,Earthquake,4,5,5,75000
Typhlosion (Shadow),70.9,157,fire,none,132.2,108.3,117,1674892,19,1488,Incinerate,Blast Burn,Solar Beam,3,4,3,10000
Articuno (Galarian),70.8,144,psychic,flying,134.1,108.3,115,1671021,15.5,1498,Psycho Cut,Ancient Power,Brave Bird,5,7,20,100000
Exeggutor (Alolan) (Shadow),70.8,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Furret,70.8,162,normal,none,116.1,105.4,158,1933854,34.5,1500,Quick Attack,Brick Break,Hyper Beam,5,10,1,10000
Pyroar,70.8,668,fire,normal,135,98,125,1653456,20,1496,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Tangela,70.8,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Torkoal,70.8,324,fire,none,107.6,151.3,127,2067715,27,1491,Fire Spin,Overheat,Earthquake,6,7,3,50000
Vikavolt,70.8,738,bug,electric,146.4,94.4,111,1534869,17.5,1500,Spark,X-Scissor,Discharge,5,6,1,10000
Weavile (Shadow),70.8,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Drifloon,70.7,425,ghost,flying,110.9,79.8,186,1646946,50,1353,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Electabuzz,70.7,125,electric,none,130.9,112.6,115,1694299,24,1490,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Prinplup,70.7,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Archeops,70.6,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,6,5,5,75000
Geodude (Alolan),70.6,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Nidorino,70.6,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Jab,Sludge Bomb,Ice Beam,8,8,3,50000
Houndoom (Shadow),70.5,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
Nidoking (Shadow),70.5,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Arcanine,70.4,59,fire,none,132.7,104,122,1683972,18.5,1497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Darumaka,70.3,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,8,10,3,50000
Armaldo (Shadow),70.2,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Banette,70.2,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Bisharp,70.2,625,dark,steel,139.2,111.5,103,1598638,19.5,1497,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Staraptor (Shadow),70.2,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Wing Attack,Brave Bird,Close Combat,7,6,1,10000
Dusknoir,70.1,477,ghost,none,119.8,172.9,90,1864291,23.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Alakazam,70,65,psychic,none,157,103.1,88,1425029,18,1499,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Celebi,70,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Clamperl,70,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Ice Beam,12,19,3,50000
Diancie,70,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Rock Slide,Moonblast,9,12,20,100000
Lairon (Shadow),70,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Pumpkaboo (Small),70,710,ghost,grass,115.1,116.8,119,1600115,50,1359,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Magmar,69.9,126,fire,none,136.6,107.5,112,1645117,23.5,1499,Karate Chop,Fire Punch,Return,5,9,5,75000
Tsareena,69.9,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Grass Knot,Stomp,5,4,3,10000
Turtwig (Shadow),69.9,387,grass,none,112.6,105,135,1596678,50,1342,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Hippowdon (Shadow),69.8,450,ground,none,116.2,116.8,141,1912627,18,1494,Fire Fang,Weather Ball (Rock),Earth Power,7,11,3,50000
Raticate,69.8,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Return,7,9,1,10000
Breloom,69.7,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Furfrou,69.7,676,normal,none,116.6,122.9,134,1919933,27,1500,Sucker Punch,Surf,Grass Knot,6,8,5,75000
Charmeleon (Shadow),69.5,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Flamethrower,7,10,3,10000
Incineroar,69.5,727,fire,dark,125.8,106.9,132,1775070,18.5,1498,Double Kick,Dark Pulse,Flame Charge,5,5,3,10000
Nidoking,69.5,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Ponyta,69.5,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,9,7,3,50000
Slowking (Galarian),69.5,199,poison,psychic,117.9,115.5,139,1893827,20.5,1498,Hex,Surf,Shadow Ball,4,5,3,50000
Tyranitar (Shadow),69.5,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Vibrava (Shadow),69.5,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Graveler,69.4,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Shot,Rock Slide,Rock Blast,5,5,1,10000
Stufful,69.4,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Ursaring (Shadow),69.4,217,normal,none,140.3,89.1,128,1600223,19,1499,Counter,Close Combat,Play Rough,7,9,3,50000
Combusken,69.3,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,9,8,3,10000
Infernape,69.3,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Latias (Shadow),69.3,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Mantyke,69.3,458,water,flying,100.8,163,120,1972572,50,1411,Bubble,Aerial Ace,Ice Beam,5,5,5,10000
Scyther (Shadow),69.3,123,bug,flying,134.9,110.7,111,1657053,20.5,1496,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Combusken (Shadow),69.2,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Rock Slide,Flame Charge,8,9,3,10000
Tyranitar,69.2,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Delcatty,69.1,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Kingdra (Shadow),69.1,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Tangela (Shadow),69.1,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Arcanine (Shadow),69,59,fire,none,132.7,104,122,1683972,18.5,1497,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Growlithe,69,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Klinklang,69,601,steel,none,124.9,140.2,102,1785632,21,1494,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Porygon2 (Shadow),69,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Aggron,68.9,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Basculin,68.9,550,water,none,134,96.5,129,1667480,27,1495,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Entei,68.9,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Spin,Flame Charge,Overheat,5,6,20,100000
Nidorino (Shadow),68.9,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Jab,Sludge Bomb,Ice Beam,8,8,3,50000
Oddish,68.9,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Porygon,68.9,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,6,10,3,50000
Rotom (Wash),68.8,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Simipour,68.8,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,14,15,3,50000
Tyrantrum,68.8,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Crobat (Shadow),68.7,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Cryogonal,68.7,615,ice,none,116.5,136.2,121,1919929,20,1497,Ice Shard,Night Slash,Aurora Beam,4,6,5,75000
Golurk (Shadow),68.6,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Earth Power,5,7,5,75000
Garchomp (Shadow),68.5,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Plusle,68.5,311,electric,none,129.2,107.3,125,1733312,34,1499,Spark,Thunderbolt,Grass Knot,7,7,3,50000
Crobat,68.4,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Claydol,68.3,344,ground,psychic,102.7,173.3,121,2153472,28.5,1488,Confusion,Earth Power,Shadow Ball,5,5,3,50000
Flareon,68.3,136,fire,none,141.7,110,100,1557872,18,1488,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Parasect,68.3,47,bug,grass,124.2,118.3,122,1792012,30.5,1495,Fury Cutter,X-Scissor,Cross Poison,9,9,3,50000
Slowpoke (Galarian),68.3,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Surf,Psyshock,4,4,3,50000
Charmeleon,68.2,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Return,7,12,3,10000
Purugly (Shadow),68.2,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Yanmega,68.2,469,bug,flying,137.3,98.3,121,1632541,18.5,1498,Wing Attack,Aerial Ace,Ancient Power,6,6,3,50000
Corsola,68.1,222,water,rock,109.3,141.6,133,2057200,47.5,1500,Bubble,Rock Blast,Bubble Beam,4,4,3,50000
Darmanitan (Standard),68.1,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Rock Slide,Overheat,3,3,3,50000
Eelektrik,68.1,603,electric,none,123.2,110.9,133,1818238,36.5,1498,Spark,Crunch,Discharge,6,6,1,10000
Exeggutor (Alolan),68.1,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Smoochum,68.1,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Heatmor,68,631,fire,none,133.3,91.6,136,1660290,23,1489,Fire Spin,Flamethrower,Thunder Punch,6,4,3,50000
Ho-Oh,68,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Sandygast,68,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Mud Shot,Shadow Ball,Earth Power,7,7,3,50000
Yanma,68,193,bug,flying,131.6,87.4,148,1702917,48.5,1498,Wing Attack,Silver Wind,Aerial Ace,6,6,3,50000
Zygarde (10% Forme),68,718,dragon,ground,135.2,120.4,101,1644400,23,1497,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Gholdengo,67.9,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Hex,Shadow Ball,Focus Blast,5,7,5,10000
Houndoom,67.9,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
Purugly,67.8,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Return,6,9,3,50000
Kabutops,67.7,141,rock,water,135.5,121,100,1638836,20.5,1493,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Vibrava,67.7,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Braixen,67.6,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Flame Charge,Psyshock,9,8,3,10000
Dwebble,67.6,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Ninjask,67.6,291,bug,flying,144.2,89.1,120,1541269,28,1496,Fury Cutter,Aerial Ace,Shadow Ball,12,14,5,75000
Sharpedo (Shadow),67.6,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Jolteon,67.5,135,electric,none,138.6,113,103,1612419,19,1495,Volt Switch,Discharge,Last Resort,3,4,5,75000
Lairon,67.5,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Shelgon (Shadow),67.5,372,dragon,none,123.3,118.4,123,1795453,27.5,1493,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Banette (Shadow),67.4,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Gabite (Shadow),67.4,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Flamethrower,Twister,7,5,5,75000
Garchomp,67.4,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Latias,67.4,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Monferno,67.4,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,10,7,3,10000
Suicune,67.3,245,water,none,107.4,141.9,137,2089025,18.5,1499,Snarl,Bubble Beam,Hydro Pump,4,6,20,100000
Turtwig,67.3,387,grass,none,112.6,105,135,1596678,50,1342,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Aerodactyl (Shadow),67.2,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Dusknoir (Shadow),67.2,477,ghost,none,119.8,172.9,90,1864291,23.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Karrablast,67.2,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,Drill Run,X-Scissor,12,9,3,50000
Gigalith,67,526,rock,none,127.2,118.4,116,1747772,17,1492,Smack Down,Superpower,Meteor Beam,5,8,3,50000
Stantler,67,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Aron (Shadow),66.9,304,steel,rock,114.3,131.1,127,1902550,50,1478,Tackle,Body Slam,Iron Head,12,17,1,10000
Magby,66.9,240,fire,none,139.5,95.8,120,1603478,50,1496,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Armaldo,66.7,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Golurk,66.7,623,ground,ghost,133.9,96.7,129,1671084,19.5,1500,Mud Slap,Shadow Punch,Dynamic Punch,5,7,5,75000
Emboar,66.6,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,9,8,3,10000
Glaceon,66.6,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Omanyte (Shadow),66.6,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,5,5,75000
Sliggoo,66.6,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Tranquill,66.5,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Sky Attack,Aerial Ace,5,5,1,10000
Zoroark,66.5,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,6,7,5,75000
Gothitelle,66.4,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Psychic,4,5,3,50000
Klang,66.4,600,steel,none,114.1,137,125,1954283,31.5,1494,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Torracat,66.4,726,fire,none,136.6,89.5,134,1638022,34.5,1497,Ember,Flame Charge,Crunch,9,8,3,10000
Amoonguss (Shadow),66.3,591,grass,poison,110.4,102,181,2038411,27,1500,Feint Attack,Grass Knot,Sludge Bomb,9,9,3,50000
Entei (Shadow),66.3,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Spin,Flame Charge,Overheat,5,6,20,100000
Exeggutor,66.3,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Psychic,Seed Bomb,5,4,3,50000
Growlithe (Hisuian),66.3,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Flamethrower,8,10,3,50000
Lombre,66.3,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Grass Knot,Ice Beam,5,5,3,50000
Metang,66.3,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Pignite,66.3,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Quilava,66.3,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Return,9,12,3,10000
Dustox,66.2,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Exeggutor (Shadow),66.2,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Psychic,Seed Bomb,5,4,3,50000
Quilava (Shadow),66.2,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Flamethrower,9,10,3,10000
Wartortle (Shadow),66.2,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Golem,66.1,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Shot,Earthquake,Stone Edge,8,7,1,10000
Sunflora,66,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Vanillish,66,583,ice,none,124.1,119.3,122,1805667,41,1499,Frost Breath,Icy Wind,Signal Beam,9,11,3,50000
